# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  746       2.964060493355e-10       3.963920947762e-12      -1.880370121763e-11       0.000000000000e+00       1.714322787297e-14       5.331052341574e-15      -4.877806003670e-16 
  747       2.975984286008e-10       3.926717382937e-12      -1.881376472235e-11       0.000000000000e+00       1.705844658231e-14       5.327903932831e-15      -4.837795835531e-16 
  748       2.987898349314e-10       3.889248054652e-12      -1.881883148409e-11       0.000000000000e+00       1.697419290547e-14       5.324397075953e-15      -4.797534745071e-16 
  749       2.999797005681e-10       3.851530362396e-12      -1.881890160008e-11       0.000000000000e+00       1.689046345644e-14       5.320537093051e-15      -4.757026278617e-16 
  750       3.011674519096e-10       3.813581898522e-12      -1.881397548470e-11       0.000000000000e+00       1.680725475308e-14       5.316329383342e-15      -4.716274025441e-16 
  751       3.023525094932e-10       3.775420448887e-12      -1.880405387097e-11       0.000000000000e+00       1.672456321678e-14       5.311779423427e-15      -4.675281617907e-16 
  752       3.035342879761e-10       3.737063993502e-12      -1.878913781189e-11       0.000000000000e+00       1.664238517199e-14       5.306892767567e-15      -4.634052731614e-16 
  753       3.047121961156e-10       3.698530707171e-12      -1.876922868185e-11       0.000000000000e+00       1.656071684584e-14       5.301675047962e-15      -4.592591085533e-16 
  754       3.058856367504e-10       3.659838960139e-12      -1.874432817808e-11       0.000000000000e+00       1.647955436776e-14       5.296131975030e-15      -4.550900442153e-16 
  755       3.070540067810e-10       3.621007318737e-12      -1.871443832200e-11       0.000000000000e+00       1.639889376905e-14       5.290269337678e-15      -4.508984607623e-16 
  756       3.082166971512e-10       3.582054546023e-12      -1.867956146065e-11       0.000000000000e+00       1.631873098248e-14       5.284093003585e-15      -4.466847431892e-16 
  757       3.093730928280e-10       3.542999602432e-12      -1.863970026808e-11       0.000000000000e+00       1.623906184189e-14       5.277608919480e-15      -4.424492808851e-16 
  758       3.105225727833e-10       3.503861646415e-12      -1.859485774678e-11       0.000000000000e+00       1.615988208177e-14       5.270823111413e-15      -4.381924676477e-16 
  759       3.116645099740e-10       3.464660035088e-12      -1.854503722906e-11       0.000000000000e+00       1.608118733691e-14       5.263741685039e-15      -4.339147016977e-16 
  760       3.127982713234e-10       3.425414324872e-12      -1.849024237844e-11       0.000000000000e+00       1.600297314193e-14       5.256370825892e-15      -4.296163856921e-16 
  761       3.139232177019e-10       3.386144272142e-12      -1.843047719109e-11       0.000000000000e+00       1.592523493090e-14       5.248716799661e-15      -4.252979267396e-16 
  762       3.150387039072e-10       3.346869833871e-12      -1.836574599722e-11       0.000000000000e+00       1.584796803697e-14       5.240785952473e-15      -4.209597364140e-16 
  763       3.161440786463e-10       3.307611168272e-12      -1.829605346245e-11       0.000000000000e+00       1.577116769190e-14       5.232584711163e-15      -4.166022307684e-16 
  764       3.172386845151e-10       3.268388635443e-12      -1.822140458928e-11       0.000000000000e+00       1.569482902574e-14       5.224119583556e-15      -4.122258303500e-16 
  765       3.183218579800e-10       3.229222798015e-12      -1.814180471844e-11       0.000000000000e+00       1.561894706633e-14       5.215397158744e-15      -4.078309602137e-16 
  766       3.193929293586e-10       3.190134421791e-12      -1.805725953029e-11       0.000000000000e+00       1.554351673898e-14       5.206424107360e-15      -4.034180499366e-16 
  767       3.204512228003e-10       3.151144476398e-12      -1.796777504628e-11       0.000000000000e+00       1.546853286604e-14       5.197207181862e-15      -3.989875336321e-16 
  768       3.214960562673e-10       3.112274135922e-12      -1.787335763028e-11       0.000000000000e+00       1.539399016645e-14       5.187753216802e-15      -3.945398499643e-16 
  769       3.225267415153e-10       3.073544779563e-12      -1.777401399004e-11       0.000000000000e+00       1.531988325542e-14       5.178069129109e-15      -3.900754421618e-16 
  770       3.235425840745e-10       3.034977992271e-12      -1.766975117858e-11       0.000000000000e+00       1.524620664395e-14       5.168161918364e-15      -3.855947580322e-16 
  771       3.245429513888e-10       2.996594034336e-12      -1.756058502296e-11       0.000000000000e+00       1.517295545991e-14       5.158037838774e-15      -3.810982287519e-16 
  772       3.255274786871e-10       2.958407217075e-12      -1.744656558282e-11       0.000000000000e+00       1.510012762684e-14       5.147699897339e-15      -3.765862047660e-16 
  773       3.264958669695e-10       2.920430440920e-12      -1.732775217635e-11       0.000000000000e+00       1.502772172556e-14       5.137150308893e-15      -3.720590187036e-16 
  774       3.274478151964e-10       2.882676718882e-12      -1.720420499968e-11       0.000000000000e+00       1.495573627621e-14       5.126391320229e-15      -3.675170065019e-16 
  775       3.283830202830e-10       2.845159176890e-12      -1.707598512995e-11       0.000000000000e+00       1.488416973802e-14       5.115425210212e-15      -3.629605074168e-16 
  776       3.293011770940e-10       2.807891054124e-12      -1.694315452842e-11       0.000000000000e+00       1.481302050899e-14       5.104254289890e-15      -3.583898640322e-16 
  777       3.302019784379e-10       2.770885703354e-12      -1.680577604358e-11       0.000000000000e+00       1.474228692571e-14       5.092880902598e-15      -3.538054222703e-16 
  778       3.310851150620e-10       2.734156591273e-12      -1.666391341427e-11       0.000000000000e+00       1.467196726304e-14       5.081307424077e-15      -3.492075314012e-16 
  779       3.319502756465e-10       2.697717298834e-12      -1.651763127272e-11       0.000000000000e+00       1.460205973388e-14       5.069536262577e-15      -3.445965440532e-16 
  780       3.327971467992e-10       2.661581521588e-12      -1.636699514773e-11       0.000000000000e+00       1.453256248890e-14       5.057569858972e-15      -3.399728162226e-16 
  781       3.336254130503e-10       2.625763070016e-12      -1.621207146771e-11       0.000000000000e+00       1.446347361630e-14       5.045410686869e-15      -3.353367072833e-16 
  782       3.344347568467e-10       2.590275869867e-12      -1.605292756382e-11       0.000000000000e+00       1.439479114153e-14       5.033061252717e-15      -3.306885799973e-16 
  783       3.352248585466e-10       2.555133962496e-12      -1.588963167307e-11       0.000000000000e+00       1.432651302705e-14       5.020524095918e-15      -3.260288005240e-16 
  784       3.359953964143e-10       2.520351505196e-12      -1.572225294139e-11       0.000000000000e+00       1.425863717206e-14       5.007801788938e-15      -3.213577384308e-16 
  785       3.367460466144e-10       2.485942771535e-12      -1.555086142679e-11       0.000000000000e+00       1.419116141224e-14       4.994896937419e-15      -3.166757667022e-16 
  786       3.374764832067e-10       2.451922151694e-12      -1.537552810239e-11       0.000000000000e+00       1.412408351950e-14       4.981812180284e-15      -3.119832617507e-16 
  787       3.381863781404e-10       2.418304152799e-12      -1.519632485958e-11       0.000000000000e+00       1.405740120172e-14       4.968550189853e-15      -3.072806034258e-16 
  788       3.388754012492e-10       2.385103399264e-12      -1.501332451112e-11       0.000000000000e+00       1.399111210250e-14       4.955113671949e-15      -3.025681750245e-16 
  789       3.395432202453e-10       2.352334633117e-12      -1.482660079419e-11       0.000000000000e+00       1.392521380089e-14       4.941505366013e-15      -2.978463633011e-16 
  790       3.401895007143e-10       2.320012714344e-12      -1.463622837355e-11       0.000000000000e+00       1.385970381111e-14       4.927728045208e-15      -2.931155584771e-16 
  791       3.408139061096e-10       2.288152621222e-12      -1.444228284463e-11       0.000000000000e+00       1.379457958235e-14       4.913784516536e-15      -2.883761542509e-16 
  792       3.414160977473e-10       2.256769450654e-12      -1.424484073660e-11       0.000000000000e+00       1.372983849846e-14       4.899677620943e-15      -2.836285478082e-16 
  793       3.419957348001e-10       2.225878418505e-12      -1.404397951552e-11       0.000000000000e+00       1.366547787771e-14       4.885410233433e-15      -2.788731398315e-16 
  794       3.425524742925e-10       2.195494859942e-12      -1.383977758739e-11       0.000000000000e+00       1.360149497255e-14       4.870985263176e-15      -2.741103345101e-16 
  795       3.430859710953e-10       2.165634229764e-12      -1.363231430130e-11       0.000000000000e+00       1.353788696931e-14       4.856405653620e-15      -2.693405395503e-16 
  796       3.435958779198e-10       2.136312102740e-12      -1.342166995252e-11       0.000000000000e+00       1.347465098797e-14       4.841674382598e-15      -2.645641661850e-16 
  797       3.440818453125e-10       2.107544173947e-12      -1.320792578558e-11       0.000000000000e+00       1.341178408191e-14       4.826794462445e-15      -2.597816291839e-16 
  798       3.445435216500e-10       2.079346259104e-12      -1.299116399740e-11       0.000000000000e+00       1.334928323763e-14       4.811768940100e-15      -2.549933468631e-16 
  799       3.449805531329e-10       2.051734294909e-12      -1.277146774036e-11       0.000000000000e+00       1.328714537451e-14       4.796600897223e-15      -2.501997410952e-16 
  800       3.453925837813e-10       2.024724339372e-12      -1.254892112546e-11       0.000000000000e+00       1.322536734452e-14       4.781293450301e-15      -2.454012373194e-16 
  801       3.457792554283e-10       1.998332572154e-12      -1.232360922535e-11       0.000000000000e+00       1.316394593202e-14       4.765849750762e-15      -2.405982645510e-16 
  802       3.461402077155e-10       1.972575294904e-12      -1.209561807748e-11       0.000000000000e+00       1.310287785344e-14       4.750272985082e-15      -2.357912553919e-16 
  803       3.464750780869e-10       1.947468931589e-12      -1.186503468721e-11       0.000000000000e+00       1.304215975706e-14       4.734566374896e-15      -2.309806460398e-16 
  804       3.467835017839e-10       1.923030028837e-12      -1.163194703086e-11       0.000000000000e+00       1.298178822272e-14       4.718733177111e-15      -2.261668762990e-16 
  805       3.470651118395e-10       1.899275256269e-12      -1.139644405888e-11       0.000000000000e+00       1.292175976162e-14       4.702776684012e-15      -2.213503895893e-16 
  806       3.473195390733e-10       1.876221406834e-12      -1.115861569888e-11       0.000000000000e+00       1.286207081599e-14       4.686700223378e-15      -2.165316329569e-16 
  807       3.475464120856e-10       1.853885397148e-12      -1.091855285882e-11       0.000000000000e+00       1.280271775888e-14       4.670507158585e-15      -2.117110570837e-16 
  808       3.477453572523e-10       1.832284267827e-12      -1.067634743001e-11       0.000000000000e+00       1.274369689389e-14       4.654200888723e-15      -2.068891162974e-16 
  809       3.479159987194e-10       1.811435183826e-12      -1.043209229030e-11       0.000000000000e+00       1.268500445490e-14       4.637784848703e-15      -2.020662685816e-16 
  810       3.480579583974e-10       1.791355434772e-12      -1.018588130715e-11       0.000000000000e+00       1.262663660583e-14       4.621262509366e-15      -1.972429755854e-16 
  811       3.481709287960e-10       1.772059955978e-12      -9.937807275646e-12       0.000000000000e+00       1.256858993174e-14       4.604636517057e-15      -1.924197268791e-16 
  812       3.482548929754e-10       1.753553841887e-12      -9.687955685749e-12       0.000000000000e+00       1.251086292242e-14       4.587906095119e-15      -1.875971131796e-16 
  813       3.483099085422e-10       1.735839698586e-12      -9.436410849056e-12       0.000000000000e+00       1.245345451497e-14       4.571069595861e-15      -1.827757544619e-16 
  814       3.483360351752e-10       1.718920110801e-12      -9.183257956434e-12       0.000000000000e+00       1.239636360472e-14       4.554125356811e-15      -1.779562758479e-16 
  815       3.483333346339e-10       1.702797641787e-12      -8.928583080749e-12       0.000000000000e+00       1.233958904501e-14       4.537071700673e-15      -1.731393076201e-16 
  816       3.483018707659e-10       1.687474833209e-12      -8.672473179583e-12       0.000000000000e+00       1.228312964707e-14       4.519906935280e-15      -1.683254852364e-16 
  817       3.482417095149e-10       1.672954205027e-12      -8.415016097970e-12       0.000000000000e+00       1.222698417982e-14       4.502629353544e-15      -1.635154493443e-16 
  818       3.481529189286e-10       1.659238255379e-12      -8.156300571113e-12       0.000000000000e+00       1.217115136973e-14       4.485237233417e-15      -1.587098457951e-16 
  819       3.480355691666e-10       1.646329460467e-12      -7.896416227119e-12       0.000000000000e+00       1.211562990062e-14       4.467728837836e-15      -1.539093256585e-16 
  820       3.478897325077e-10       1.634230274440e-12      -7.635453589716e-12       0.000000000000e+00       1.206041841350e-14       4.450102414682e-15      -1.491145452368e-16 
  821       3.477154833587e-10       1.622943129277e-12      -7.373504080989e-12       0.000000000000e+00       1.200551550641e-14       4.432356196731e-15      -1.443261660790e-16 
  822       3.475128982612e-10       1.612470434675e-12      -7.110660024097e-12       0.000000000000e+00       1.195091973425e-14       4.414488401611e-15      -1.395448549958e-16 
  823       3.472820559002e-10       1.602814577928e-12      -6.847014646005e-12       0.000000000000e+00       1.189662960862e-14       4.396497231749e-15      -1.347712840732e-16 
  824       3.470230371116e-10       1.593977923815e-12      -6.582662080209e-12       0.000000000000e+00       1.184264359761e-14       4.378380874333e-15      -1.300061306873e-16 
  825       3.467359248900e-10       1.585962814483e-12      -6.317697369461e-12       0.000000000000e+00       1.178896012570e-14       4.360137501257e-15      -1.252500775186e-16 
  826       3.464208043969e-10       1.578771569329e-12      -6.052216468496e-12       0.000000000000e+00       1.173557757353e-14       4.341765269081e-15      -1.205038125660e-16 
  827       3.460777629680e-10       1.572406484887e-12      -5.786316246758e-12       0.000000000000e+00       1.168249427775e-14       4.323262318980e-15      -1.157680291617e-16 
  828       3.457068901215e-10       1.566869834712e-12      -5.520094491127e-12       0.000000000000e+00       1.162970853087e-14       4.304626776701e-15      -1.110434259852e-16 
  829       3.453082775657e-10       1.562163869261e-12      -5.253649908644e-12       0.000000000000e+00       1.157721858108e-14       4.285856752515e-15      -1.063307070774e-16 
  830       3.448820192068e-10       1.558290815782e-12      -4.987082129238e-12       0.000000000000e+00       1.152502263205e-14       4.266950341170e-15      -1.016305818556e-16 
  831       3.444282111570e-10       1.555252878194e-12      -4.720491708451e-12       0.000000000000e+00       1.147311884283e-14       4.247905621845e-15      -9.694376512725e-17 
  832       3.439469517421e-10       1.553052236971e-12      -4.453980130166e-12       0.000000000000e+00       1.142150532761e-14       4.228720658104e-15      -9.227097710457e-17 
  833       3.434383415094e-10       1.551691049029e-12      -4.187649809331e-12       0.000000000000e+00       1.137018015560e-14       4.209393497848e-15      -8.761294341884e-17 
  834       3.429024832355e-10       1.551171447610e-12      -3.921604094689e-12       0.000000000000e+00       1.131914135084e-14       4.189922173270e-15      -8.297039513474e-17 
  835       3.423394819343e-10       1.551495542163e-12      -3.655947271499e-12       0.000000000000e+00       1.126838689203e-14       4.170304700808e-15      -7.834406876469e-17 
  836       3.417494448646e-10       1.552665418230e-12      -3.390784564266e-12       0.000000000000e+00       1.121791471238e-14       4.150539081100e-15      -7.373470628319e-17 
  837       3.411324815382e-10       1.554683137331e-12      -3.126222139466e-12       0.000000000000e+00       1.116772269940e-14       4.130623298933e-15      -6.914305514116e-17 
  838       3.404887037275e-10       1.557550736847e-12      -2.862367108272e-12       0.000000000000e+00       1.111780869480e-14       4.110555323204e-15      -6.456986828030e-17 
  839       3.398182254734e-10       1.561270229902e-12      -2.599327529280e-12       0.000000000000e+00       1.106817049425e-14       4.090333106864e-15      -6.001590414739e-17 
  840       3.391211630934e-10       1.565843605254e-12      -2.337212411237e-12       0.000000000000e+00       1.101880584725e-14       4.069954586879e-15      -5.548192670871e-17 
  841       3.383976351890e-10       1.571272827170e-12      -2.076131715765e-12       0.000000000000e+00       1.096971245696e-14       4.049417684183e-15      -5.096870546429e-17 
  842       3.376477626539e-10       1.577559835316e-12      -1.816196360088e-12       0.000000000000e+00       1.092088798002e-14       4.028720303626e-15      -4.647701546231e-17 
  843       3.368716686815e-10       1.584706544642e-12      -1.557518219757e-12       0.000000000000e+00       1.087233002639e-14       4.007860333933e-15      -4.200763731345e-17 
  844       3.360694787731e-10       1.592714845260e-12      -1.300210131379e-12       0.000000000000e+00       1.082403615917e-14       3.986835647656e-15      -3.756135720518e-17 
  845       3.352413207455e-10       1.601586602334e-12      -1.044385895341e-12       0.000000000000e+00       1.077600389446e-14       3.965644101126e-15      -3.313896691615e-17 
  846       3.343873247390e-10       1.611323655963e-12      -7.901602785367e-13       0.000000000000e+00       1.072823070113e-14       3.944283534408e-15      -2.874126383050e-17 
  847       3.335076232250e-10       1.621927821063e-12      -5.376490170933e-13       0.000000000000e+00       1.068071400074e-14       3.922751771254e-15      -2.436905095224e-17 
  848       3.326023510141e-10       1.633400887251e-12      -2.869688190964e-13       0.000000000000e+00       1.063345116729e-14       3.901046619057e-15      -2.002313691956e-17 
  849       3.316716452639e-10       1.645744618732e-12      -3.823736731706e-14       0.000000000000e+00       1.058643952710e-14       3.879165868804e-15      -1.570433601917e-17 
  850       3.307156454865e-10       1.658960754181e-12       2.084266780619e-13       0.000000000000e+00       1.053967635861e-14       3.857107295030e-15      -1.141346820067e-17 
  851       3.297345273760e-10       1.673049157345e-12       4.529145148758e-13       0.000000000000e+00       1.049315923210e-14       3.834869833995e-15      -7.151262374826e-18 
  852       3.287286049094e-10       1.688002234307e-12       6.951599144916e-13       0.000000000000e+00       1.044688703542e-14       3.812457140466e-15      -2.918064461442e-18 
  853       3.276982300121e-10       1.703810420237e-12       9.351070620237e-13       0.000000000000e+00       1.040085896549e-14       3.789874091851e-15       1.285875637622e-18 
  854       3.266437589113e-10       1.720464019576e-12       1.172699768099e-12       0.000000000000e+00       1.035507418993e-14       3.767125615647e-15       5.460307777864e-18 
  855       3.255655521487e-10       1.737953205613e-12       1.407881467926e-12       0.000000000000e+00       1.030953184699e-14       3.744216689593e-15       9.604981573807e-18 
  856       3.244639745949e-10       1.756268020066e-12       1.640595220360e-12       0.000000000000e+00       1.026423104537e-14       3.721152341816e-15       1.371964640066e-17 
  857       3.233393954618e-10       1.775398372657e-12       1.870783706973e-12       0.000000000000e+00       1.021917086416e-14       3.697937650979e-15       1.780405139600e-17 
  858       3.221921883168e-10       1.795334040691e-12       2.098389231117e-12       0.000000000000e+00       1.017435035271e-14       3.674577746433e-15       2.185794546140e-17 
  859       3.210227310960e-10       1.816064668636e-12       2.323353717000e-12       0.000000000000e+00       1.012976853051e-14       3.651077808362e-15       2.588107726414e-17 
  860       3.198314061175e-10       1.837579767697e-12       2.545618708744e-12       0.000000000000e+00       1.008542438709e-14       3.627443067931e-15       2.987319523883e-17 
  861       3.186186000950e-10       1.859868715398e-12       2.765125369458e-12       0.000000000000e+00       1.004131688189e-14       3.603678807437e-15       3.383404758912e-17 
  862       3.173847041512e-10       1.882920755157e-12       2.981814480305e-12       0.000000000000e+00       9.997444944191e-15       3.579790360459e-15       3.776338228930e-17 
  863       3.161301138312e-10       1.906724995866e-12       3.195626439570e-12       0.000000000000e+00       9.953807472936e-15       3.555783112000e-15       4.166094708604e-17 
  864       3.148552291159e-10       1.931270411470e-12       3.406501261724e-12       0.000000000000e+00       9.910403336675e-15       3.531662498643e-15       4.552648949999e-17 
  865       3.135604544355e-10       1.956545840542e-12       3.614378576496e-12       0.000000000000e+00       9.867231373423e-15       3.507434008694e-15       4.935975682749e-17 
  866       3.122461986830e-10       1.982539985862e-12       3.819197627940e-12       0.000000000000e+00       9.824290390560e-15       3.483103182335e-15       5.316049614222e-17 
  867       3.109128752275e-10       2.009241413996e-12       4.020897273498e-12       0.000000000000e+00       9.781579164712e-15       3.458675611768e-15       5.692845429685e-17 
  868       3.095609019277e-10       2.036638554875e-12       4.219415983074e-12       0.000000000000e+00       9.739096441640e-15       3.434156941365e-15       6.066337792472e-17 
  869       3.081907011455e-10       2.064719701370e-12       4.414691838096e-12       0.000000000000e+00       9.696840936130e-15       3.409552867821e-15       6.436501344150e-17 
  870       3.068026997589e-10       2.093473008874e-12       4.606662530590e-12       0.000000000000e+00       9.654811331879e-15       3.384869140294e-15       6.803310704687e-17 
  871       3.053973291762e-10       2.122886494874e-12       4.795265362239e-12       0.000000000000e+00       9.613006281383e-15       3.360111560562e-15       7.166740472616e-17 
  872       3.039750253487e-10       2.152948038537e-12       4.980437243458e-12       0.000000000000e+00       9.571424405824e-15       3.335285983165e-15       7.526765225203e-17 
  873       3.025362287847e-10       2.183645380281e-12       5.162114692459e-12       0.000000000000e+00       9.530064294957e-15       3.310398315558e-15       7.883359518611e-17 
  874       3.010813845627e-10       2.214966121358e-12       5.340233834318e-12       0.000000000000e+00       9.488924507001e-15       3.285454518257e-15       8.236497888073e-17 
  875       2.996109423447e-10       2.246897723427e-12       5.514730400042e-12       0.000000000000e+00       9.448003568523e-15       3.260460604989e-15       8.586154848051e-17 
  876       2.981253563898e-10       2.279427508138e-12       5.685539725638e-12       0.000000000000e+00       9.407299974325e-15       3.235422642838e-15       8.932304892405e-17 
  877       2.966250855679e-10       2.312542656706e-12       5.852596751182e-12       0.000000000000e+00       9.366812187337e-15       3.210346752396e-15       9.274922494561e-17 
  878       2.951105933725e-10       2.346230209490e-12       6.015836019883e-12       0.000000000000e+00       9.326538638499e-15       3.185239107913e-15       9.613982107678e-17 
  879       2.935823479346e-10       2.380477065571e-12       6.175191677153e-12       0.000000000000e+00       9.286477726652e-15       3.160105937439e-15       9.949458164811e-17 
  880       2.920408220361e-10       2.415269982330e-12       6.330597469674e-12       0.000000000000e+00       9.246627818422e-15       3.134953522981e-15       1.028132507908e-16 
  881       2.904864931230e-10       2.450595575027e-12       6.481986744464e-12       0.000000000000e+00       9.206987248113e-15       3.109788200645e-15       1.060955724383e-16 
  882       2.889198433193e-10       2.486440316378e-12       6.629292447948e-12       0.000000000000e+00       9.167554317589e-15       3.084616360786e-15       1.093412903283e-16 
  883       2.873413594399e-10       2.522790536134e-12       6.772447125023e-12       0.000000000000e+00       9.128327296166e-15       3.059444448160e-15       1.125501480036e-16 
  884       2.857515330041e-10       2.559632420655e-12       6.911382918127e-12       0.000000000000e+00       9.089304420497e-15       3.034278962068e-15       1.157218888149e-16 
  885       2.841508602496e-10       2.596952012497e-12       7.046031566304e-12       0.000000000000e+00       9.050483894461e-15       3.009126456507e-15       1.188562559215e-16 
  886       2.825398421453e-10       2.634735209979e-12       7.176324404275e-12       0.000000000000e+00       9.011863889049e-15       2.983993540317e-15       1.219529922933e-16 
  887       2.809189844050e-10       2.672967766771e-12       7.302192361504e-12       0.000000000000e+00       8.973442542255e-15       2.958886877330e-15       1.250118407129e-16 
  888       2.792887975008e-10       2.711635291463e-12       7.423565961264e-12       0.000000000000e+00       8.935217958959e-15       2.933813186522e-15       1.280325437763e-16 
  889       2.776497966766e-10       2.750723247153e-12       7.540375319709e-12       0.000000000000e+00       8.897188210818e-15       2.908779242154e-15       1.310148438956e-16 
  890       2.760025019614e-10       2.790216951014e-12       7.652550144936e-12       0.000000000000e+00       8.859351336151e-15       2.883791873928e-15       1.339584832999e-16 
  891       2.743474183777e-10       2.830101515622e-12       7.760032354826e-12       0.000000000000e+00       8.821705578541e-15       2.858857070879e-15       1.368632936826e-16 
  892       2.726849761830e-10       2.870361672698e-12       7.862814159020e-12       0.000000000000e+00       8.784250107130e-15       2.833977276677e-15       1.397294667476e-16 
  893       2.710155896759e-10       2.910981945640e-12       7.960900599081e-12       0.000000000000e+00       8.746984307900e-15       2.809154050300e-15       1.425572880994e-16 
  894       2.693396769226e-10       2.951946707084e-12       8.054296987258e-12       0.000000000000e+00       8.709907545958e-15       2.784388958289e-15       1.453470480147e-16 
  895       2.676576597675e-10       2.993240178481e-12       8.143008907452e-12       0.000000000000e+00       8.673019165460e-15       2.759683574756e-15       1.480990414576e-16 
  896       2.659699638440e-10       3.034846429660e-12       8.227042216196e-12       0.000000000000e+00       8.636318489531e-15       2.735039481399e-15       1.508135680950e-16 
  897       2.642770185841e-10       3.076749378399e-12       8.306403043619e-12       0.000000000000e+00       8.599804820194e-15       2.710458267516e-15       1.534909323116e-16 
  898       2.625792572298e-10       3.118932789997e-12       8.381097794429e-12       0.000000000000e+00       8.563477438289e-15       2.685941530016e-15       1.561314432252e-16 
  899       2.608771168430e-10       3.161380276840e-12       8.451133148877e-12       0.000000000000e+00       8.527335603400e-15       2.661490873434e-15       1.587354147018e-16 
  900       2.591710383159e-10       3.204075297972e-12       8.516516063735e-12       0.000000000000e+00       8.491378553776e-15       2.637107909944e-15       1.613031653708e-16 
  901       2.574614663818e-10       3.247001158663e-12       8.577253773268e-12       0.000000000000e+00       8.455605506257e-15       2.612794259372e-15       1.638350186405e-16 
  902       2.557488496252e-10       3.290141009978e-12       8.633353790205e-12       0.000000000000e+00       8.420015656195e-15       2.588551549208e-15       1.663313027129e-16 
  903       2.540336404926e-10       3.333477848349e-12       8.684823906714e-12       0.000000000000e+00       8.384608177380e-15       2.564381414620e-15       1.687923505991e-16 
  904       2.523162953025e-10       3.376994515141e-12       8.731672195374e-12       0.000000000000e+00       8.349382221965e-15       2.540285498470e-15       1.712185001344e-16 
  905       2.505972742562e-10       3.420673696224e-12       8.773907010147e-12       0.000000000000e+00       8.314336920384e-15       2.516265451321e-15       1.736100939936e-16 
  906       2.488770414481e-10       3.464497921540e-12       8.811536987352e-12       0.000000000000e+00       8.279471381281e-15       2.492322931457e-15       1.759674797063e-16 
  907       2.471560648762e-10       3.508449564672e-12       8.844571046638e-12       0.000000000000e+00       8.244784691432e-15       2.468459604892e-15       1.782910096718e-16 
  908       2.454348164525e-10       3.552510842416e-12       8.873018391957e-12       0.000000000000e+00       8.210275915669e-15       2.444677145382e-15       1.805810411745e-16 
  909       2.437137720136e-10       3.596663814348e-12       8.896888512533e-12       0.000000000000e+00       8.175944096802e-15       2.420977234443e-15       1.828379363992e-16 
  910       2.419934113306e-10       3.640890382394e-12       8.916191183841e-12       0.000000000000e+00       8.141788255544e-15       2.397361561360e-15       1.850620624460e-16 
  911       2.402742181205e-10       3.685172290399e-12       8.930936468577e-12       0.000000000000e+00       8.107807390435e-15       2.373831823204e-15       1.872537913456e-16 
  912       2.385566800558e-10       3.729491123696e-12       8.941134717630e-12       0.000000000000e+00       8.074000477766e-15       2.350389724839e-15       1.894135000749e-16 
  913       2.368412887752e-10       3.773828308677e-12       8.946796571054e-12       0.000000000000e+00       8.040366471501e-15       2.327036978943e-15       1.915415705715e-16 
  914       2.351285398942e-10       3.818165112359e-12       8.947932959045e-12       0.000000000000e+00       8.006904303200e-15       2.303775306015e-15       1.936383897494e-16 
  915       2.334189330154e-10       3.862482641955e-12       8.944555102909e-12       0.000000000000e+00       7.973612881947e-15       2.280606434391e-15       1.957043495142e-16 
  916       2.317129717391e-10       3.906761844446e-12       8.936674516040e-12       0.000000000000e+00       7.940491094270e-15       2.257532100256e-15       1.977398467780e-16 
  917       2.300111636735e-10       3.950983506145e-12       8.924303004887e-12       0.000000000000e+00       7.907537804063e-15       2.234554047660e-15       1.997452834749e-16 
  918       2.283140204452e-10       3.995128252269e-12       8.907452669932e-12       0.000000000000e+00       7.874751852516e-15       2.211674028527e-15       2.017210665758e-16 
  919       2.266220577099e-10       4.039176546510e-12       8.886135906659e-12       0.000000000000e+00       7.842132058033e-15       2.188893802670e-15       2.036676081042e-16 
  920       2.249357951625e-10       4.083108690600e-12       8.860365406529e-12       0.000000000000e+00       7.809677216157e-15       2.166215137806e-15       2.055853251509e-16 
  921       2.232557565479e-10       4.126904823884e-12       8.830154157954e-12       0.000000000000e+00       7.777386099494e-15       2.143639809567e-15       2.074746398893e-16 
  922       2.215824696711e-10       4.170544922887e-12       8.795515447265e-12       0.000000000000e+00       7.745257457639e-15       2.121169601513e-15       2.093359795908e-16 
  923       2.199164664078e-10       4.214008800886e-12       8.756462859692e-12       0.000000000000e+00       7.713290017096e-15       2.098806305147e-15       2.111697766398e-16 
  924       2.182582827150e-10       4.257276107475e-12       8.713010280330e-12       0.000000000000e+00       7.681482481202e-15       2.076551719926e-15       2.129764685490e-16 
  925       2.166084586411e-10       4.300326328137e-12       8.665171895115e-12       0.000000000000e+00       7.649833530053e-15       2.054407653277e-15       2.147564979745e-16 
  926       2.149675383366e-10       4.343138783813e-12       8.612962191798e-12       0.000000000000e+00       7.618341820428e-15       2.032375920606e-15       2.165103127312e-16 
  927       2.133360700645e-10       4.385692630473e-12       8.556395960915e-12       0.000000000000e+00       7.587005985708e-15       2.010458345317e-15       2.182383658077e-16 
