# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  281       6.316770629932e-10       8.023125864052e-13       1.418741330372e-11       3.579164169042e-15       4.997204461586e-13       1.132175523999e-13       1.729817399780e-15 
  282       6.275611965695e-10       8.223556762026e-13       1.431884536800e-11       3.600150483724e-15       4.941308830341e-13       1.117248410384e-13       1.748187334307e-15 
  283       6.234093631004e-10       8.426478648059e-13       1.444626883742e-11       3.621055785018e-15       4.886258073308e-13       1.102454936852e-13       1.766168442931e-15 
  284       6.192229655015e-10       8.631845929856e-13       1.456961795517e-11       3.641878642600e-15       4.832037833030e-13       1.087798548046e-13       1.783769154508e-15 
  285       6.150034329823e-10       8.839611312856e-13       1.468882719702e-11       3.662617643594e-15       4.778632638275e-13       1.073282641222e-13       1.800998354702e-15 
  286       6.107522211848e-10       9.049725784966e-13       1.480383127968e-11       3.683271392869e-15       4.726025891618e-13       1.058910565271e-13       1.817865390677e-15 
  287       6.064708123221e-10       9.262138601290e-13       1.491456516910e-11       3.703838513328e-15       4.674199857040e-13       1.044685619737e-13       1.834380075776e-15 
  288       6.021607153171e-10       9.476797268870e-13       1.502096408881e-11       3.724317646208e-15       4.623135647509e-13       1.030611053840e-13       1.850552694209e-15 
  289       5.978234659413e-10       9.693647531412e-13       1.512296352820e-11       3.744707451369e-15       4.572813212576e-13       1.016690065492e-13       1.866394005744e-15 
  290       5.934606269530e-10       9.912633354022e-13       1.522049925093e-11       3.765006607593e-15       4.523211325960e-13       1.002925800319e-13       1.881915250385e-15 
  291       5.890737882367e-10       1.013369690794e-12       1.531350730317e-11       3.785213812873e-15       4.474307573140e-13       9.893213506802e-14       1.897128153064e-15 
  292       5.846645669409e-10       1.035677855527e-12       1.540192402198e-11       3.805327784711e-15       4.426078338943e-13       9.758797546865e-14       1.912044928325e-15 
  293       5.802346076173e-10       1.058181683372e-12       1.548568604360e-11       3.825347260411e-15       4.378498795135e-13       9.626039952225e-14       1.926678285011e-15 
  294       5.757855823595e-10       1.080874844133e-12       1.556473031179e-11       3.845270997371e-15       4.331542888010e-13       9.494969989647e-14       1.941041430948e-15 
  295       5.713191909410e-10       1.103750822121e-12       1.563899408618e-11       3.865097773380e-15       4.285183325980e-13       9.365616354015e-14       1.955148077633e-15 
  296       5.668371609548e-10       1.126802914625e-12       1.570841495056e-11       3.884826386912e-15       4.239391567162e-13       9.238007158531e-14       1.969012444920e-15 
  297       5.623411424660e-10       1.150024416262e-12       1.577293723833e-11       3.904455820902e-15       4.194143187485e-13       9.112164289464e-14       1.982646086857e-15 
  298       5.578323860123e-10       1.173409185079e-12       1.583253163794e-11       3.923985742308e-15       4.149434299667e-13       8.988086186415e-14       1.996048188576e-15 
  299       5.533120491893e-10       1.196951101045e-12       1.588717655875e-11       3.943416027457e-15       4.105265909811e-13       8.865764204129e-14       2.009214805895e-15 
  300       5.487813007177e-10       1.220643881396e-12       1.593685181684e-11       3.962746601271e-15       4.061638603879e-13       8.745188154979e-14       2.022142001947e-15 
  301       5.442413204394e-10       1.244481079360e-12       1.598153865210e-11       3.981977437779e-15       4.018552542568e-13       8.626346291525e-14       2.034825847553e-15 
  302       5.396932993125e-10       1.268456082879e-12       1.602121974524e-11       4.001108560633e-15       3.976007456205e-13       8.509225289073e-14       2.047262421600e-15 
  303       5.351384394075e-10       1.292562113341e-12       1.605587923481e-11       4.020140043627e-15       3.934002639625e-13       8.393810228225e-14       2.059447811418e-15 
  304       5.305779539024e-10       1.316792224297e-12       1.608550273422e-11       4.039072011210e-15       3.892536947057e-13       8.280084577442e-14       2.071378113152e-15 
  305       5.260130670789e-10       1.341139300194e-12       1.611007734876e-11       4.057904639000e-15       3.851608787011e-13       8.168030175595e-14       2.083049432144e-15 
  306       5.214450143175e-10       1.365596055097e-12       1.612959169268e-11       4.076638154306e-15       3.811216117159e-13       8.057627214528e-14       2.094457883304e-15 
  307       5.168750420935e-10       1.390155031412e-12       1.614403590613e-11       4.095272836637e-15       3.771356439224e-13       7.948854221608e-14       2.105599591489e-15 
  308       5.123044079724e-10       1.414808598616e-12       1.615340167225e-11       4.113809018221e-15       3.732026793860e-13       7.841688042286e-14       2.116470691876e-15 
  309       5.077343806057e-10       1.439548951980e-12       1.615768223418e-11       4.132247084521e-15       3.693223755540e-13       7.736103822651e-14       2.127067330341e-15 
  310       5.031662397263e-10       1.464368111292e-12       1.615687241208e-11       4.150587474751e-15       3.654943427440e-13       7.632074991988e-14       2.137385663836e-15 
  311       4.986012761446e-10       1.489257919589e-12       1.615096862013e-11       4.168830682389e-15       3.617181436320e-13       7.529573245334e-14       2.147421860761e-15 
  312       4.940407917434e-10       1.514210041874e-12       1.613996888363e-11       4.186977255696e-15       3.579932927417e-13       7.428568526036e-14       2.157172101343e-15 
  313       4.894860994742e-10       1.539215963848e-12       1.612387285593e-11       4.205027798230e-15       3.543192559320e-13       7.329029008304e-14       2.166632578011e-15 
  314       4.849385233526e-10       1.564266990632e-12       1.610268183554e-11       4.222982969361e-15       3.506954498862e-13       7.230921079771e-14       2.175799495772e-15 
  315       4.803993984538e-10       1.589354245492e-12       1.607639878311e-11       4.240843484789e-15       3.471212416001e-13       7.134209324047e-14       2.184669072589e-15 
  316       4.758700709082e-10       1.614468668568e-12       1.604502833845e-11       4.258610117060e-15       3.435959478704e-13       7.038856503279e-14       2.193237539754e-15 
  317       4.713518978974e-10       1.639601015594e-12       1.600857683758e-11       4.276283696079e-15       3.401188347834e-13       6.944823540703e-14       2.201501142265e-15 
  318       4.668462476495e-10       1.664741856628e-12       1.596705232977e-11       4.293865109626e-15       3.366891172036e-13       6.852069503206e-14       2.209456139205e-15 
  319       4.623544994347e-10       1.689881574775e-12       1.592046459450e-11       4.311355303874e-15       3.333059582617e-13       6.760551583875e-14       2.217098804113e-15 
  320       4.578780435611e-10       1.715010364913e-12       1.586882515856e-11       4.328755283906e-15       3.299684688433e-13       6.670225084562e-14       2.224425425364e-15 
  321       4.534182813705e-10       1.740118232417e-12       1.581214731303e-11       4.346066114225e-15       3.266757070774e-13       6.581043398435e-14       2.231432306544e-15 
  322       4.489766252335e-10       1.765194991886e-12       1.575044613032e-11       4.363288919274e-15       3.234266778249e-13       6.492957992536e-14       2.238115766826e-15 
  323       4.445544985456e-10       1.790230265870e-12       1.568373848121e-11       4.380424883953e-15       3.202203321671e-13       6.405918390338e-14       2.244472141344e-15 
  324       4.401533357225e-10       1.815213483590e-12       1.561204305184e-11       4.397475254130e-15       3.170555668938e-13       6.319872154300e-14       2.250497781574e-15 
  325       4.357745821961e-10       1.840133879668e-12       1.553538036077e-11       4.414441337162e-15       3.139312239922e-13       6.234764868426e-14       2.256189055704e-15 
  326       4.314196944098e-10       1.864980492850e-12       1.545377277599e-11       4.431324502406e-15       3.108460901352e-13       6.150540120820e-14       2.261542349015e-15 
  327       4.270901398143e-10       1.889742164733e-12       1.536724453194e-11       4.448126181739e-15       3.077988961699e-13       6.067139486243e-14       2.266554064254e-15 
  328       4.227873968631e-10       1.914407538490e-12       1.527582174656e-11       4.464847870070e-15       3.047883166059e-13       5.984502508670e-14       2.271220622013e-15 
  329       4.185129550084e-10       1.938965057593e-12       1.517953243827e-11       4.481491125859e-15       3.018129691040e-13       5.902566683843e-14       2.275538461100e-15 
  330       4.142683146962e-10       1.963402964542e-12       1.507840654306e-11       4.498057571630e-15       2.988714139645e-13       5.821267441833e-14       2.279504038923e-15 
  331       4.100549873626e-10       1.987709299588e-12       1.497247593147e-11       4.514548894489e-15       2.959621536158e-13       5.740538129594e-14       2.283113831856e-15 
  332       4.058743784918e-10       2.011872780092e-12       1.486177469843e-11       4.530966789348e-15       2.930839121018e-13       5.660323632884e-14       2.286365467754e-15 
  333       4.017274311646e-10       2.035885483599e-12       1.474634001194e-11       4.547312784809e-15       2.902364880615e-13       5.580621934233e-14       2.289261177273e-15 
  334       3.976149669464e-10       2.059740279356e-12       1.462621133476e-11       4.563588410693e-15       2.874199379711e-13       5.501444334379e-14       2.291804493891e-15 
  335       3.935378012908e-10       2.083429957922e-12       1.450143017215e-11       4.579795255093e-15       2.846342992965e-13       5.422801973852e-14       2.293999136966e-15 
  336       3.894967434079e-10       2.106947230848e-12       1.437204008923e-11       4.595934964830e-15       2.818795902847e-13       5.344705830332e-14       2.295849013335e-15 
  337       3.854925961334e-10       2.130284730361e-12       1.423808672829e-11       4.612009245907e-15       2.791558097568e-13       5.267166716017e-14       2.297358218926e-15 
  338       3.815261557969e-10       2.153435009042e-12       1.409961782608e-11       4.628019863962e-15       2.764629369002e-13       5.190195274976e-14       2.298531040355e-15 
  339       3.775982120910e-10       2.176390539508e-12       1.395668323119e-11       4.643968644720e-15       2.738009310610e-13       5.113801980516e-14       2.299371956538e-15 
  340       3.737095479397e-10       2.199143714095e-12       1.380933492133e-11       4.659857474450e-15       2.711697315364e-13       5.037997132540e-14       2.299885640291e-15 
  341       3.698609393673e-10       2.221686844538e-12       1.365762702067e-11       4.675688300414e-15       2.685692573669e-13       4.962790854910e-14       2.300076959939e-15 
  342       3.660531553670e-10       2.244012161651e-12       1.350161581713e-11       4.691463131324e-15       2.659994071291e-13       4.888193092805e-14       2.299950980915e-15 
  343       3.622869577697e-10       2.266111815010e-12       1.334135977977e-11       4.707184037797e-15       2.634600587276e-13       4.814213610086e-14       2.299512967373e-15 
  344       3.585631011125e-10       2.287977872634e-12       1.317691957603e-11       4.722853152803e-15       2.609510691876e-13       4.740861986654e-14       2.298768383786e-15 
  345       3.548823325076e-10       2.309602320664e-12       1.300835808912e-11       4.738472672122e-15       2.584722744476e-13       4.668147615813e-14       2.297722896552e-15 
  346       3.512453915110e-10       2.330977063049e-12       1.283574043528e-11       4.754044854800e-15       2.560234891511e-13       4.596079701627e-14       2.296382375604e-15 
  347       3.476530099911e-10       2.352093921221e-12       1.265913398116e-11       4.769572023598e-15       2.536045064395e-13       4.524667256287e-14       2.294752896007e-15 
  348       3.441059119973e-10       2.372944633781e-12       1.247860836111e-11       4.785056565448e-15       2.512150977443e-13       4.453919097470e-14       2.292840739571e-15 
  349       3.406048136292e-10       2.393520856177e-12       1.229423549450e-11       4.800500931906e-15       2.488550125797e-13       4.383843845694e-14       2.290652396448e-15 
  350       3.371504229045e-10       2.413814160390e-12       1.210608960307e-11       4.815907639605e-15       2.465239783345e-13       4.314449921690e-14       2.288194566745e-15 
  351       3.337434396285e-10       2.433816034608e-12       1.191424722821e-11       4.831279270710e-15       2.442217000651e-13       4.245745543754e-14       2.285474162121e-15 
  352       3.303845552624e-10       2.453517882913e-12       1.171878724831e-11       4.846618473371e-15       2.419478602873e-13       4.177738725111e-14       2.282498307398e-15 
  353       3.270744527920e-10       2.472911024960e-12       1.151979089607e-11       4.861927962176e-15       2.397021187691e-13       4.110437271277e-14       2.279274342164e-15 
  354       3.238138065964e-10       2.491986695660e-12       1.131734177585e-11       4.877210518605e-15       2.374841123229e-13       4.043848777420e-14       2.275809822374e-15 
  355       3.206032823169e-10       2.510736044856e-12       1.111152588094e-11       4.892468991484e-15       2.352934545979e-13       3.977980625718e-14       2.272112521963e-15 
  356       3.174435367255e-10       2.529150137013e-12       1.090243161093e-11       4.907706297438e-15       2.331297358725e-13       3.912839982723e-14       2.268190434442e-15 
  357       3.143352175937e-10       2.547219950889e-12       1.069014978900e-11       4.922925421343e-15       2.309925228467e-13       3.848433796724e-14       2.264051774510e-15 
  358       3.112789635611e-10       2.564936379225e-12       1.047477367926e-11       4.938129416783e-15       2.288813584345e-13       3.784768795100e-14       2.259704979656e-15 
  359       3.082754040044e-10       2.582290228420e-12       1.025639900407e-11       4.953321406503e-15       2.267957615561e-13       3.721851481692e-14       2.255158711762e-15 
  360       3.053251589056e-10       2.599272218218e-12       1.003512396135e-11       4.968504582858e-15       2.247352269306e-13       3.659688134154e-14       2.250421858711e-15 
  361       3.024288387212e-10       2.615872981381e-12       9.811049241915e-12       4.983682208273e-15       2.226992248682e-13       3.598284801321e-14       2.245503535991e-15 
  362       2.995870442505e-10       2.632083063379e-12       9.584278046794e-12       4.998857615692e-15       2.206872010624e-13       3.537647300565e-14       2.240413088299e-15 
  363       2.968003665047e-10       2.647892922066e-12       9.354916104543e-12       5.014034209033e-15       2.186985763828e-13       3.477781215161e-14       2.235160091147e-15 
  364       2.940693865753e-10       2.663292927363e-12       9.123071688577e-12       5.029215463643e-15       2.167327466671e-13       3.418691891643e-14       2.229754352467e-15 
  365       2.913946755029e-10       2.678273360938e-12       8.888855634488e-12       5.044404926749e-15       2.147890825139e-13       3.360384437169e-14       2.224205914215e-15 
  366       2.887767941458e-10       2.692824415888e-12       8.652381357365e-12       5.059606217913e-15       2.128669290745e-13       3.302863716880e-14       2.218525053974e-15 
  367       2.862162930489e-10       2.706936196420e-12       8.413764869119e-12       5.074823029487e-15       2.109656058457e-13       3.246134351262e-14       2.212722286565e-15 
  368       2.837137123125e-10       2.720598717533e-12       8.173124795804e-12       5.090059127063e-15       2.090844064623e-13       3.190200713505e-14       2.206808365645e-15 
  369       2.812695814605e-10       2.733801904697e-12       7.930582394938e-12       5.105318349928e-15       2.072225984890e-13       3.135066926867e-14       2.200794285317e-15 
  370       2.788844193095e-10       2.746535593537e-12       7.686261572825e-12       5.120604611521e-15       2.053794232132e-13       3.080736862033e-14       2.194691281731e-15 
  371       2.765586761504e-10       2.758790812174e-12       7.440279774769e-12       5.135921536382e-15       2.035542340198e-13       3.027213058957e-14       2.188508681861e-15 
  372       2.742925580680e-10       2.770563684209e-12       7.192720227446e-12       5.151271354427e-15       2.017469179078e-13       2.974493451290e-14       2.182247353773e-15 
  373       2.720861954945e-10       2.781851677722e-12       6.943658645143e-12       5.166655964332e-15       1.999574900481e-13       2.922574508694e-14       2.175906003400e-15 
  374       2.699397000957e-10       2.792652337187e-12       6.693172268245e-12       5.182077293262e-15       1.981859566026e-13       2.871452297248e-14       2.169483303991e-15 
  375       2.678531645897e-10       2.802963284263e-12       6.441339872621e-12       5.197537297011e-15       1.964323146364e-13       2.821122475866e-14       2.162977895840e-15 
  376       2.658266625654e-10       2.812782218594e-12       6.188241779009e-12       5.213037960140e-15       1.946965520311e-13       2.771580292726e-14       2.156388386024e-15 
  377       2.638602483006e-10       2.822106918603e-12       5.933959862400e-12       5.228581296115e-15       1.929786473974e-13       2.722820581695e-14       2.149713348132e-15 
  378       2.619539565815e-10       2.830935242290e-12       5.678577561428e-12       5.244169347439e-15       1.912785699881e-13       2.674837758757e-14       2.142951322001e-15 
  379       2.601078025203e-10       2.839265128028e-12       5.422179887754e-12       5.259804185798e-15       1.895962796113e-13       2.627625818435e-14       2.136100813446e-15 
  380       2.583217813740e-10       2.847094595359e-12       5.164853435450e-12       5.275487912194e-15       1.879317265425e-13       2.581178330220e-14       2.129160293997e-15 
  381       2.565958683635e-10       2.854421745790e-12       4.906686390389e-12       5.291222657079e-15       1.862848514384e-13       2.535488434995e-14       2.122128200627e-15 
  382       2.549300184914e-10       2.861244763592e-12       4.647768539626e-12       5.307010580502e-15       1.846555852490e-13       2.490548841465e-14       2.115002935489e-15 
  383       2.533241663609e-10       2.867561916594e-12       4.388191280789e-12       5.322853872236e-15       1.830438491310e-13       2.446351822575e-14       2.107782865649e-15 
  384       2.517782259943e-10       2.873371556980e-12       4.128047631460e-12       5.338754751922e-15       1.814495543604e-13       2.402889211943e-14       2.100466322816e-15 
  385       2.502920906516e-10       2.878672122087e-12       3.867432238565e-12       5.354715469207e-15       1.798726022455e-13       2.360152400284e-14       2.093051603078e-15 
  386       2.488656326488e-10       2.883462135198e-12       3.606441387758e-12       5.370738303876e-15       1.783128840398e-13       2.318132331834e-14       2.085536966633e-15 
  387       2.474987031770e-10       2.887740206341e-12       3.345173012805e-12       5.386825565995e-15       1.767702808546e-13       2.276819500777e-14       2.077920637523e-15 
  388       2.461911321201e-10       2.891505033088e-12       3.083726704974e-12       5.402979596046e-15       1.752446635724e-13       2.236203947672e-14       2.070200803369e-15 
  389       2.449427278743e-10       2.894755401344e-12       2.822203722418e-12       5.419202765065e-15       1.737358927592e-13       2.196275255876e-14       2.062375615099e-15 
  390       2.437532771658e-10       2.897490186151e-12       2.560706999562e-12       5.435497474780e-15       1.722438185780e-13       2.157022547974e-14       2.054443186685e-15 
  391       2.426225448698e-10       2.899708352480e-12       2.299341156489e-12       5.451866157745e-15       1.707682807010e-13       2.118434482202e-14       2.046401594877e-15 
  392       2.415502738292e-10       2.901408956031e-12       2.038212508324e-12       5.468311277485e-15       1.693091082230e-13       2.080499248872e-14       2.038248878933e-15 
  393       2.405361846725e-10       2.902591144024e-12       1.777429074624e-12       5.484835328626e-15       1.678661195740e-13       2.043204566800e-14       2.029983040350e-15 
  394       2.395799756330e-10       2.903254156002e-12       1.517100588759e-12       5.501440837037e-15       1.664391224323e-13       2.006537679733e-14       2.021602042606e-15 
  395       2.386813223670e-10       2.903397324623e-12       1.257338507300e-12       5.518130359963e-15       1.650279136372e-13       1.970485352770e-14       2.013103810882e-15 
  396       2.378398777726e-10       2.903020076456e-12       9.982560194069e-13       5.534906486171e-15       1.636322791018e-13       1.935033868793e-14       2.004486231804e-15 
  397       2.370552718078e-10       2.902121932783e-12       7.399680562116e-13       5.551771836076e-15       1.622519937262e-13       1.900169024891e-14       1.995747153170e-15 
  398       2.363271113095e-10       2.900702510388e-12       4.825913002050e-13       5.568729061889e-15       1.608868213102e-13       1.865876128784e-14       1.986884383686e-15 
  399       2.356549798119e-10       2.898761522359e-12       2.262441946226e-13       5.585780847749e-15       1.595365144660e-13       1.832139995252e-14       1.977895692699e-15 
  400       2.350384373649e-10       2.896298778881e-12      -2.895304716910e-14       5.602929909860e-15       1.582008145313e-13       1.798944942559e-14       1.968778809928e-15 
  401       2.344770203529e-10       2.893314188037e-12      -2.828784322873e-13       5.620178996631e-15       1.568794514822e-13       1.766274788879e-14       1.959531425199e-15 
  402       2.339702413130e-10       2.889807756599e-12      -5.354081789466e-13       5.637530888814e-15       1.555721438460e-13       1.734112848723e-14       1.950151188179e-15 
  403       2.335175887538e-10       2.885779590827e-12      -7.864167070733e-13       5.654988399638e-15       1.542785986141e-13       1.702441929362e-14       1.940635708106e-15 
  404       2.331185269741e-10       2.881229897266e-12      -1.035776628919e-12       5.672554374949e-15       1.529985111546e-13       1.671244327257e-14       1.930982553523e-15 
  405       2.327724958811e-10       2.876158983542e-12      -1.283358739677e-12       5.690231693350e-15       1.517315651259e-13       1.640501824483e-14       1.921189252012e-15 
  406       2.324789108090e-10       2.870567259157e-12      -1.529032008091e-12       5.708023266332e-15       1.504774323888e-13       1.610195685152e-14       1.911253289928e-15 
  407       2.322371623377e-10       2.864455236290e-12      -1.772663567076e-12       5.725932038416e-15       1.492357729197e-13       1.580306651844e-14       1.901172112129e-15 
  408       2.320466161112e-10       2.857823530586e-12      -2.014118704328e-12       5.743960987291e-15       1.480062347236e-13       1.550814942029e-14       1.890943121712e-15 
  409       2.319066126565e-10       2.850672861959e-12      -2.253260852939e-12       5.762113123950e-15       1.467884537469e-13       1.521700244495e-14       1.880563679743e-15 
  410       2.318164672014e-10       2.843004055387e-12      -2.489951582012e-12       5.780391492827e-15       1.455820537901e-13       1.492941715774e-14       1.870031104993e-15 
  411       2.317755168777e-10       2.834818717409e-12      -2.724065184687e-12       5.798798711371e-15       1.443867129393e-13       1.464521767864e-14       1.859343486861e-15 
  412       2.317832645344e-10       2.826121290338e-12      -2.955533029269e-12       5.817335570564e-15       1.432023656245e-13       1.436437586148e-14       1.848502156337e-15 
  413       2.318392396494e-10       2.816917072197e-12      -3.184300756724e-12       5.836002385226e-15       1.420290075293e-13       1.408690011421e-14       1.837509301821e-15 
  414       2.319429512565e-10       2.807211548842e-12      -3.410313825772e-12       5.854799449923e-15       1.408666296776e-13       1.381279784463e-14       1.826367164127e-15 
  415       2.320938877983e-10       2.797010395238e-12      -3.633517513854e-12       5.873727038778e-15       1.397152183940e-13       1.354207545157e-14       1.815078036794e-15 
  416       2.322915169775e-10       2.786319476733e-12      -3.853856918081e-12       5.892785405283e-15       1.385747552631e-13       1.327473831597e-14       1.803644266391e-15 
  417       2.325352856100e-10       2.775144850338e-12      -4.071276956199e-12       5.911974782111e-15       1.374452170900e-13       1.301079079202e-14       1.792068252830e-15 
  418       2.328246194762e-10       2.763492765995e-12      -4.285722367545e-12       5.931295380922e-15       1.363265758602e-13       1.275023619831e-14       1.780352449674e-15 
  419       2.331589231735e-10       2.751369667858e-12      -4.497137714010e-12       5.950747392183e-15       1.352187986998e-13       1.249307680891e-14       1.768499364448e-15 
  420       2.335375799683e-10       2.738782195567e-12      -4.705467380990e-12       5.970330984971e-15       1.341218478350e-13       1.223931384455e-14       1.756511558943e-15 
  421       2.339599516483e-10       2.725737185520e-12      -4.910655578353e-12       5.990046306788e-15       1.330356805528e-13       1.198894746370e-14       1.744391649534e-15 
  422       2.344253783744e-10       2.712241672156e-12      -5.112646341392e-12       6.009893483371e-15       1.319602491606e-13       1.174197675374e-14       1.732142307481e-15 
  423       2.349331785331e-10       2.698302889219e-12      -5.311383531789e-12       6.029872618504e-15       1.308955009460e-13       1.149839972203e-14       1.719766259242e-15 
  424       2.354826485882e-10       2.683928271046e-12      -5.506810838569e-12       6.049983793829e-15       1.298413781376e-13       1.125821328710e-14       1.707266286784e-15 
  425       2.360730629333e-10       2.669125453830e-12      -5.698871779059e-12       6.070227068656e-15       1.287978178642e-13       1.102141326973e-14       1.694645227889e-15 
  426       2.367036737439e-10       2.653902276907e-12      -5.887509699852e-12       6.090602479775e-15       1.277647521153e-13       1.078799438410e-14       1.681905976465e-15 
  427       2.373737108293e-10       2.638266784022e-12      -6.072667777761e-12       6.111110041268e-15       1.267421077007e-13       1.055795022889e-14       1.669051482855e-15 
  428       2.380823814849e-10       2.622227224608e-12      -6.254289020778e-12       6.131749744318e-15       1.257298062113e-13       1.033127327845e-14       1.656084754146e-15 
  429       2.388288703442e-10       2.605792055063e-12      -6.432316269034e-12       6.152521557022e-15       1.247277639782e-13       1.010795487387e-14       1.643008854480e-15 
  430       2.396123392311e-10       2.588969940022e-12      -6.606692195761e-12       6.173425424200e-15       1.237358920332e-13       9.887985214182e-15       1.629826905361e-15 
  431       2.404319270118e-10       2.571769753635e-12      -6.777359308244e-12       6.194461267209e-15       1.227540960688e-13       9.671353347397e-15       1.616542085964e-15 
  432       2.412867494473e-10       2.554200580839e-12      -6.944259948784e-12       6.215628983753e-15       1.217822763982e-13       9.458047161700e-15       1.603157633448e-15 
  433       2.421758990449e-10       2.536271718638e-12      -7.107336295657e-12       6.236928447692e-15       1.208203279153e-13       9.248053376549e-15       1.589676843262e-15 
  434       2.430984449110e-10       2.517992677375e-12      -7.266530364073e-12       6.258359508857e-15       1.198681400545e-13       9.041357533801e-15       1.576103069455e-15 
  435       2.440534326028e-10       2.499373182007e-12      -7.421784007132e-12       6.279921992857e-15       1.189255967511e-13       8.837943988846e-15       1.562439724986e-15 
  436       2.450398839805e-10       2.480423173382e-12      -7.573038916784e-12       6.301615700894e-15       1.179925764011e-13       8.637795901728e-15       1.548690282032e-15 
  437       2.460567970596e-10       2.461152809514e-12      -7.720236624791e-12       6.323440409570e-15       1.170689518213e-13       8.440895228274e-15       1.534858272300e-15 
  438       2.471031458628e-10       2.441572466857e-12      -7.863318503682e-12       6.345395870703e-15       1.161545902091e-13       8.247222711218e-15       1.520947287332e-15 
  439       2.481778802721e-10       2.421692741583e-12      -8.002225767712e-12       6.367481811135e-15       1.152493531030e-13       8.056757871332e-15       1.506960978818e-15 
  440       2.492799258812e-10       2.401524450855e-12      -8.136899473823e-12       6.389697932542e-15       1.143530963419e-13       7.869478998545e-15       1.492903058906e-15 
  441       2.504081838475e-10       2.381078634100e-12      -8.267280522602e-12       6.412043911247e-15       1.134656700259e-13       7.685363143076e-15       1.478777300507e-15 
  442       2.515615307441e-10       2.360366554293e-12      -8.393309659239e-12       6.434519398034e-15       1.125869184758e-13       7.504386106559e-15       1.464587537608e-15 
  443       2.527388184120e-10       2.339399699220e-12      -8.514927474486e-12       6.457124017953e-15       1.117166801932e-13       7.326522433166e-15       1.450337665579e-15 
  444       2.539388738122e-10       2.318189782765e-12      -8.632074405616e-12       6.479857370134e-15       1.108547878206e-13       7.151745400738e-15       1.436031641485e-15 
  445       2.551604988780e-10       2.296748746177e-12      -8.744690737383e-12       6.502719027600e-15       1.100010681016e-13       6.980027011907e-15       1.421673484392e-15 
  446       2.564024703668e-10       2.275088759351e-12      -8.852716602979e-12       6.525708537076e-15       1.091553418404e-13       6.811337985225e-15       1.407267275679e-15 
  447       2.576635397126e-10       2.253222222097e-12      -8.956091984992e-12       6.548825418800e-15       1.083174238624e-13       6.645647746292e-15       1.392817159348e-15 
  448       2.589424328778e-10       2.231161765423e-12      -9.054756716370e-12       6.572069166336e-15       1.074871229739e-13       6.482924418879e-15       1.378327342328e-15 
  449       2.602378502055e-10       2.208920252804e-12      -9.148650481373e-12       6.595439246381e-15       1.066642419220e-13       6.323134816054e-15       1.363802094792e-15 
  450       2.615484662716e-10       2.186510781461e-12      -9.237712816535e-12       6.618935098582e-15       1.058485773551e-13       6.166244431313e-15       1.349245750458e-15 
  451       2.628730591239e-10       2.163946090382e-12      -9.321894475106e-12       6.642555918063e-15       1.050399545839e-13       6.012222327777e-15       1.334662256497e-15 
  452       2.642109028860e-10       2.141236760803e-12      -9.401191921592e-12       6.666299995685e-15       1.042383331814e-13       5.861055997323e-15       1.320053806626e-15 
  453       2.655613875154e-10       2.118392960242e-12      -9.475613950771e-12       6.690165356155e-15       1.034437047076e-13       5.712736962863e-15       1.305422164567e-15 
  454       2.669238904878e-10       2.095425031436e-12      -9.545170432314e-12       6.714149973067e-15       1.026560581964e-13       5.567255917582e-15       1.290769110521e-15 
  455       2.682977767262e-10       2.072343493263e-12      -9.609872318433e-12       6.738251768584e-15       1.018753801357e-13       5.424602718945e-15       1.276096441211e-15 
  456       2.696823985283e-10       2.049159041673e-12      -9.669731651523e-12       6.762468613125e-15       1.011016544482e-13       5.284766382706e-15       1.261405969928e-15 
  457       2.710770954958e-10       2.025882550609e-12      -9.724761571818e-12       6.786798325045e-15       1.003348624716e-13       5.147735076918e-15       1.246699526571e-15 
  458       2.724811944618e-10       2.002525072937e-12      -9.774976325034e-12       6.811238670317e-15       9.957498293970e-14       5.013496115943e-15       1.231978957697e-15 
  459       2.738940094195e-10       1.979097841371e-12      -9.820391270019e-12       6.835787362221e-15       9.882199196212e-14       4.882035954463e-15       1.217246126558e-15 
  460       2.753148414506e-10       1.955612269398e-12      -9.861022886400e-12       6.860442061020e-15       9.807586300538e-14       4.753340181488e-15       1.202502913154e-15 
  461       2.767429786531e-10       1.932079952203e-12      -9.896888782234e-12       6.885200373649e-15       9.733656687321e-14       4.627393514365e-15       1.187751214269e-15 
  462       2.781776960702e-10       1.908512667601e-12      -9.928007701650e-12       6.910059853394e-15       9.660407168703e-14       4.504179792791e-15       1.172992943520e-15 
  463       2.796182556182e-10       1.884922376954e-12      -9.954399532503e-12       6.935017999581e-15       9.587834286651e-14       4.383681972819e-15       1.158230031400e-15 
  464       2.810639060150e-10       1.861321226107e-12      -9.976085314020e-12       6.960072257251e-15       9.515934311005e-14       4.265882120869e-15       1.143464425321e-15 
